caseid,citizenship_status,age,sex,province,education,agegroup,citizenship
14447,Canadian citizen,56.1,Male,British Columbia,Trade certificate or diploma,51 to 60,Canadian citizen
14448,Canadian citizen,16.8,Female,British Columbia,Less than high school diploma or its equivalent,20 or less,Canadian citizen
14449,Canadian citizen,15.4,Female,Manitoba,Less than high school diploma or its equivalent,20 or less,Canadian citizen
14450,Canadian citizen,55.6,Male,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",51 to 60,Canadian citizen
14451,Canadian citizen,38.7,Male,Quebec,Trade certificate or diploma,31 to 40,Canadian citizen
14452,Canadian citizen,37.6,Female,British Columbia,"University certificate, diploma or degree above the bach...",31 to 40,Canadian citizen
14453,Canadian citizen,54.3,Female,Ontario,"University certificate, diploma or degree above the bach...",51 to 60,Canadian citizen
14454,Canadian citizen,35.3,Male,Quebec,Trade certificate or diploma,31 to 40,Canadian citizen
14455,Other,32,Female,Manitoba,Less than high school diploma or its equivalent,31 to 40,Other
14456,Canadian citizen,51,Male,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",51 to 60,Canadian citizen
14457,Canadian citizen,24.8,Female,British Columbia,Less than high school diploma or its equivalent,21 to 30,Canadian citizen
14458,Canadian citizen,74.7,Male,British Columbia,Less than high school diploma or its equivalent,71 to 80,Canadian citizen
14459,Canadian citizen,51.6,Male,Nova Scotia,High school diploma or a high school equivalency certificate,51 to 60,Canadian citizen
14460,Canadian citizen,47.2,Male,Ontario,Trade certificate or diploma,41 to 50,Canadian citizen
14461,Canadian citizen,28.5,Female,Saskatchewan,High school diploma or a high school equivalency certificate,21 to 30,Canadian citizen
14462,Canadian citizen,69.2,Male,Alberta,High school diploma or a high school equivalency certificate,61 to 70,Canadian citizen
14463,Canadian citizen,24,Male,Newfoundland and Labrador,"NA",21 to 30,Canadian citizen
14464,Canadian citizen,62.1,Male,British Columbia,"University certificate, diploma or degree above the bach...",61 to 70,Canadian citizen
14465,Canadian citizen,39.8,Male,Saskatchewan,Trade certificate or diploma,31 to 40,Canadian citizen
14466,Canadian citizen,80,Male,Ontario,Less than high school diploma or its equivalent,71 to 80,Canadian citizen
14467,Canadian citizen,42.2,Female,Ontario,High school diploma or a high school equivalency certificate,41 to 50,Canadian citizen
14468,Canadian citizen,56,Female,Quebec,University certificate or diploma below the bachelor's level,51 to 60,Canadian citizen
14469,Canadian citizen,37.1,Female,Quebec,High school diploma or a high school equivalency certificate,31 to 40,Canadian citizen
14470,Canadian citizen,79.3,Male,Nova Scotia,Less than high school diploma or its equivalent,71 to 80,Canadian citizen
14471,Permanent resident,47.2,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",41 to 50,Permanent resident
14472,Canadian citizen,66.6,Male,Ontario,"University certificate, diploma or degree above the bach...",61 to 70,Canadian citizen
14473,Canadian citizen,70.8,Female,British Columbia,Trade certificate or diploma,71 to 80,Canadian citizen
14474,Permanent resident,64.9,Female,Saskatchewan,Less than high school diploma or its equivalent,61 to 70,Permanent resident
14475,Canadian citizen,56,Female,Manitoba,"University certificate, diploma or degree above the bach...",51 to 60,Canadian citizen
14476,Canadian citizen,71.8,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",71 to 80,Canadian citizen
14477,Canadian citizen,72,Female,Ontario,Trade certificate or diploma,71 to 80,Canadian citizen
14478,Canadian citizen,71.3,Male,Newfoundland and Labrador,Less than high school diploma or its equivalent,71 to 80,Canadian citizen
14479,Canadian citizen,29.3,Male,Quebec,Trade certificate or diploma,21 to 30,Canadian citizen
14480,Canadian citizen,56.6,Female,Ontario,Less than high school diploma or its equivalent,51 to 60,Canadian citizen
14481,Canadian citizen,58.7,Female,Nova Scotia,Less than high school diploma or its equivalent,51 to 60,Canadian citizen
14482,Permanent resident,30.1,Female,Quebec,Trade certificate or diploma,31 to 40,Permanent resident
14483,Canadian citizen,50.6,Female,Ontario,Trade certificate or diploma,51 to 60,Canadian citizen
14484,Canadian citizen,31.6,Male,Ontario,Trade certificate or diploma,31 to 40,Canadian citizen
14485,Canadian citizen,59.5,Female,Quebec,"University certificate, diploma or degree above the bach...",51 to 60,Canadian citizen
14486,Canadian citizen,50.7,Female,Quebec,Trade certificate or diploma,51 to 60,Canadian citizen
14487,Canadian citizen,80,Male,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",71 to 80,Canadian citizen
14488,Canadian citizen,21.1,Male,Manitoba,Trade certificate or diploma,21 to 30,Canadian citizen
14489,Permanent resident,45.3,Male,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",41 to 50,Permanent resident
14490,Canadian citizen,26.7,Female,Quebec,Less than high school diploma or its equivalent,21 to 30,Canadian citizen
14491,Canadian citizen,72.8,Female,Nova Scotia,Less than high school diploma or its equivalent,71 to 80,Canadian citizen
14492,Canadian citizen,56.3,Male,Newfoundland and Labrador,Less than high school diploma or its equivalent,51 to 60,Canadian citizen
14493,Canadian citizen,64.1,Female,New Brunswick,Less than high school diploma or its equivalent,61 to 70,Canadian citizen
14494,Canadian citizen,56.9,Female,New Brunswick,Trade certificate or diploma,51 to 60,Canadian citizen
14495,Canadian citizen,55.3,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",51 to 60,Canadian citizen
14496,Canadian citizen,34.7,Female,New Brunswick,Trade certificate or diploma,31 to 40,Canadian citizen
14497,Other,49.2,Female,Ontario,Trade certificate or diploma,41 to 50,Other
14498,Permanent resident,71.8,Female,British Columbia,High school diploma or a high school equivalency certificate,71 to 80,Permanent resident
14499,Canadian citizen,79,Female,Ontario,University certificate or diploma below the bachelor's level,71 to 80,Canadian citizen
14500,Canadian citizen,39.1,Female,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",31 to 40,Canadian citizen
14501,Canadian citizen,30.2,Male,Quebec,Trade certificate or diploma,31 to 40,Canadian citizen
14502,Permanent resident,68.2,Female,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",61 to 70,Permanent resident
14503,Canadian citizen,59.7,Male,Quebec,Trade certificate or diploma,51 to 60,Canadian citizen
14504,Canadian citizen,60,Female,Quebec,High school diploma or a high school equivalency certificate,51 to 60,Canadian citizen
14505,Canadian citizen,71.3,Male,New Brunswick,Less than high school diploma or its equivalent,71 to 80,Canadian citizen
14506,Permanent resident,69.1,Female,Ontario,Trade certificate or diploma,61 to 70,Permanent resident
14507,Canadian citizen,56,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",51 to 60,Canadian citizen
14508,Canadian citizen,30.3,Female,Newfoundland and Labrador,High school diploma or a high school equivalency certificate,31 to 40,Canadian citizen
14509,Canadian citizen,37.7,Male,Nova Scotia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",31 to 40,Canadian citizen
14510,Permanent resident,15.9,Female,Manitoba,Less than high school diploma or its equivalent,20 or less,Permanent resident
14511,Canadian citizen,73.8,Female,British Columbia,University certificate or diploma below the bachelor's level,71 to 80,Canadian citizen
14512,Canadian citizen,65.5,Female,British Columbia,Trade certificate or diploma,61 to 70,Canadian citizen
14513,Canadian citizen,40.5,Male,Ontario,Trade certificate or diploma,41 to 50,Canadian citizen
14514,Canadian citizen,65.2,Female,New Brunswick,High school diploma or a high school equivalency certificate,61 to 70,Canadian citizen
14515,Canadian citizen,61.4,Male,Quebec,High school diploma or a high school equivalency certificate,61 to 70,Canadian citizen
14516,Canadian citizen,59.2,Male,Quebec,Less than high school diploma or its equivalent,51 to 60,Canadian citizen
14517,Canadian citizen,66.3,Male,New Brunswick,High school diploma or a high school equivalency certificate,61 to 70,Canadian citizen
14518,Canadian citizen,75.8,Male,Newfoundland and Labrador,Trade certificate or diploma,71 to 80,Canadian citizen
14519,Canadian citizen,51,Female,Quebec,Trade certificate or diploma,51 to 60,Canadian citizen
14520,Canadian citizen,66.3,Male,British Columbia,Trade certificate or diploma,61 to 70,Canadian citizen
14521,Other,56.5,Male,Ontario,University certificate or diploma below the bachelor's level,51 to 60,Other
14522,Canadian citizen,71.9,Male,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",71 to 80,Canadian citizen
14523,Canadian citizen,42.7,Male,Saskatchewan,High school diploma or a high school equivalency certificate,41 to 50,Canadian citizen
14524,Canadian citizen,69.4,Female,New Brunswick,High school diploma or a high school equivalency certificate,61 to 70,Canadian citizen
14525,Permanent resident,56.3,Female,Ontario,Trade certificate or diploma,51 to 60,Permanent resident
14526,Canadian citizen,36.9,Male,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",31 to 40,Canadian citizen
14527,Permanent resident,57.9,Male,Ontario,Trade certificate or diploma,51 to 60,Permanent resident
14528,Canadian citizen,38.3,Male,British Columbia,"NA",31 to 40,Canadian citizen
14529,Canadian citizen,50.2,Female,British Columbia,University certificate or diploma below the bachelor's level,51 to 60,Canadian citizen
14530,Canadian citizen,73.4,Male,Quebec,High school diploma or a high school equivalency certificate,71 to 80,Canadian citizen
14531,Canadian citizen,56.4,Male,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",51 to 60,Canadian citizen
14532,Permanent resident,28.2,Male,Ontario,High school diploma or a high school equivalency certificate,21 to 30,Permanent resident
14533,Canadian citizen,72.9,Male,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",71 to 80,Canadian citizen
14534,Canadian citizen,22.2,Female,Ontario,Trade certificate or diploma,21 to 30,Canadian citizen
14535,Canadian citizen,49.9,Female,New Brunswick,Trade certificate or diploma,41 to 50,Canadian citizen
14536,Canadian citizen,39.6,Male,Quebec,Trade certificate or diploma,31 to 40,Canadian citizen
14537,Canadian citizen,71.4,Male,Manitoba,Less than high school diploma or its equivalent,71 to 80,Canadian citizen
14538,Canadian citizen,24.7,Female,Nova Scotia,Less than high school diploma or its equivalent,21 to 30,Canadian citizen
14539,Canadian citizen,24.3,Female,Newfoundland and Labrador,Trade certificate or diploma,21 to 30,Canadian citizen
14540,Canadian citizen,73.8,Male,Newfoundland and Labrador,Less than high school diploma or its equivalent,71 to 80,Canadian citizen
14541,Canadian citizen,63,Female,Saskatchewan,High school diploma or a high school equivalency certificate,61 to 70,Canadian citizen
14542,Canadian citizen,63,Male,Ontario,Less than high school diploma or its equivalent,61 to 70,Canadian citizen
14543,Canadian citizen,78.3,Male,Saskatchewan,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",71 to 80,Canadian citizen
14544,Canadian citizen,29.9,Female,New Brunswick,"NA",21 to 30,Canadian citizen
14545,Other,40.6,Male,Alberta,"University certificate, diploma or degree above the bach...",41 to 50,Other
14546,Permanent resident,58.8,Female,Ontario,Trade certificate or diploma,51 to 60,Permanent resident
14547,Canadian citizen,56.3,Male,Nova Scotia,Less than high school diploma or its equivalent,51 to 60,Canadian citizen
14548,Canadian citizen,49.3,Female,Quebec,Trade certificate or diploma,41 to 50,Canadian citizen
14549,Canadian citizen,32.8,Female,Ontario,"University certificate, diploma or degree above the bach...",31 to 40,Canadian citizen
14550,Canadian citizen,54.7,Male,Quebec,Less than high school diploma or its equivalent,51 to 60,Canadian citizen
14551,Canadian citizen,49.3,Female,British Columbia,Trade certificate or diploma,41 to 50,Canadian citizen
14552,Canadian citizen,65.8,Male,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",61 to 70,Canadian citizen
14553,Permanent resident,48.1,Female,Ontario,Trade certificate or diploma,41 to 50,Permanent resident
14554,Canadian citizen,59,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",51 to 60,Canadian citizen
14555,Canadian citizen,74.8,Female,Nova Scotia,Less than high school diploma or its equivalent,71 to 80,Canadian citizen
14556,Canadian citizen,27.7,Male,British Columbia,Trade certificate or diploma,21 to 30,Canadian citizen
14557,Other,32.4,Male,Saskatchewan,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",31 to 40,Other
14558,Canadian citizen,70.7,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",71 to 80,Canadian citizen
14559,Canadian citizen,57.1,Male,Newfoundland and Labrador,Less than high school diploma or its equivalent,51 to 60,Canadian citizen
14560,Canadian citizen,76.8,Female,Quebec,Less than high school diploma or its equivalent,71 to 80,Canadian citizen
14561,Permanent resident,43.3,Female,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",41 to 50,Permanent resident
14562,Canadian citizen,75,Male,New Brunswick,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",71 to 80,Canadian citizen
14563,Canadian citizen,28.9,Female,Saskatchewan,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",21 to 30,Canadian citizen
14564,Canadian citizen,80,Female,Quebec,High school diploma or a high school equivalency certificate,71 to 80,Canadian citizen
14565,Canadian citizen,67.4,Male,British Columbia,Trade certificate or diploma,61 to 70,Canadian citizen
14566,Canadian citizen,80,Male,Ontario,Less than high school diploma or its equivalent,71 to 80,Canadian citizen
14567,Canadian citizen,79.3,Male,Saskatchewan,Less than high school diploma or its equivalent,71 to 80,Canadian citizen
14568,Canadian citizen,72.8,Female,Quebec,Less than high school diploma or its equivalent,71 to 80,Canadian citizen
14569,Canadian citizen,38.9,Female,Nova Scotia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",31 to 40,Canadian citizen
14570,Permanent resident,68.8,Female,Nova Scotia,High school diploma or a high school equivalency certificate,61 to 70,Permanent resident
14571,Canadian citizen,35.3,Female,New Brunswick,Trade certificate or diploma,31 to 40,Canadian citizen
14572,Canadian citizen,72.8,Female,Quebec,High school diploma or a high school equivalency certificate,71 to 80,Canadian citizen
14573,Permanent resident,68.8,Male,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",61 to 70,Permanent resident
14574,Canadian citizen,65.8,Female,Ontario,Trade certificate or diploma,61 to 70,Canadian citizen
14575,Canadian citizen,80,Male,Ontario,High school diploma or a high school equivalency certificate,71 to 80,Canadian citizen
14576,Canadian citizen,80,Female,Quebec,Less than high school diploma or its equivalent,71 to 80,Canadian citizen
14577,Canadian citizen,56,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",51 to 60,Canadian citizen
14578,Canadian citizen,15,Female,Manitoba,Less than high school diploma or its equivalent,20 or less,Canadian citizen
14579,Canadian citizen,26.8,Male,Ontario,Trade certificate or diploma,21 to 30,Canadian citizen
14580,Canadian citizen,41.2,Female,New Brunswick,Trade certificate or diploma,41 to 50,Canadian citizen
14581,Permanent resident,51.7,Female,Manitoba,"University certificate, diploma or degree above the bach...",51 to 60,Permanent resident
14582,Canadian citizen,75.5,Male,Quebec,Less than high school diploma or its equivalent,71 to 80,Canadian citizen
